Assessment Name,Assessment URL,Text
Production and Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,General professional skills assessment
Production Engineering (New),https://www.shl.com/products/product-catalog/view/production-engineering-new/,General professional skills assessment
Programming Concepts,https://www.shl.com/products/product-catalog/view/programming-concepts/,General professional skills assessment
Project Management (2013),https://www.shl.com/products/product-catalog/view/project-management-2013/,General professional skills assessment
Proofreading v1,https://www.shl.com/products/product-catalog/view/proofreading-v1/,General professional skills assessment
Python (New),https://www.shl.com/products/product-catalog/view/python-new/,Technical programming skills assessment
R Programming (New),https://www.shl.com/products/product-catalog/view/r-programming-new/,General professional skills assessment
ReactJS (New),https://www.shl.com/products/product-catalog/view/reactjs-new/,General professional skills assessment
Reading Comprehension - English v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,General professional skills assessment
Reading Comprehension - Spanish v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,General professional skills assessment
Reading Comprehension v2,https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,General professional skills assessment
RemoteWorkQ,https://www.shl.com/products/product-catalog/view/remoteworkq/,General professional skills assessment
RemoteWorkQ Manager Report,https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,Skills development and workforce assessment
RemoteWorkQ Participant Report,https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,Skills development and workforce assessment
RESTful Web Services (New),https://www.shl.com/products/product-catalog/view/restful-web-services-new/,General professional skills assessment
Retail Sales and Service Simulation,https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,Role-based skills simulation assessment
Reviewing Forms - US (R1),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,General professional skills assessment
Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,General professional skills assessment
Ruby on Rails (New),https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,General professional skills assessment
Sales & Service Phone Simulation,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,Role-based skills simulation assessment
Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,General professional skills assessment
Sales Interview Guide,https://www.shl.com/products/product-catalog/view/sales-interview-guide/,General professional skills assessment
Sales Profiler Cards,https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,General professional skills assessment
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/sales-transformation-report-individual-contributor/,General professional skills assessment
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,General professional skills assessment
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,Skills development and workforce assessment
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Skills development and workforce assessment
Salesforce Development (New),https://www.shl.com/products/product-catalog/view/salesforce-development-new/,Skills development and workforce assessment
SAP ABAP (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,General professional skills assessment
SAP ABAP (Intermediate Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,General professional skills assessment
SAP Basis (New),https://www.shl.com/products/product-catalog/view/sap-basis-new/,General professional skills assessment
SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,General professional skills assessment
SAP BW (Business Warehouse) (New),https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,General professional skills assessment
SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,General professional skills assessment
SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,General professional skills assessment
SAP Materials Management (New),https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,General professional skills assessment
SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,General professional skills assessment
Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,General professional skills assessment
Selenium (New),https://www.shl.com/products/product-catalog/view/selenium-new/,General professional skills assessment
Shell Scripting (New),https://www.shl.com/products/product-catalog/view/shell-scripting-new/,General professional skills assessment
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,General professional skills assessment
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,General professional skills assessment
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,General professional skills assessment
SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,General professional skills assessment
SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,General professional skills assessment
Siebel Development (New),https://www.shl.com/products/product-catalog/view/siebel-development-new/,Skills development and workforce assessment
Smart Interview Live,https://www.shl.com/products/product-catalog/view/smart-interview-live/,General professional skills assessment
Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,General professional skills assessment
Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,General professional skills assessment
Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,General professional skills assessment
Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,General professional skills assessment
SonarQube (New),https://www.shl.com/products/product-catalog/view/sonarqube-new/,General professional skills assessment
Spelling (U.S.) (New),https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,General professional skills assessment
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,General professional skills assessment
Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,General professional skills assessment
SQL (New),https://www.shl.com/products/product-catalog/view/sql-new/,General professional skills assessment
SQL Server (New),https://www.shl.com/products/product-catalog/view/sql-server-new/,General professional skills assessment
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,General professional skills assessment
SQL Server Integration Services (SSIS) (New),https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,General professional skills assessment
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,Skills development and workforce assessment
Statistical Analysis System (New),https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,General professional skills assessment
Struts (New),https://www.shl.com/products/product-catalog/view/struts-new/,General professional skills assessment
SVAR - Spoken English (AUS),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,General professional skills assessment
SVAR - Spoken English (Indian Accent) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,General professional skills assessment
SVAR - Spoken English (U.K.),https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,General professional skills assessment
SVAR - Spoken English (US) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-us-new/,General professional skills assessment
SVAR - Spoken French (Canadian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-canadian-new/,General professional skills assessment
SVAR - Spoken French (European) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/,General professional skills assessment
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,General professional skills assessment
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/,General professional skills assessment
Swing (New),https://www.shl.com/products/product-catalog/view/swing-new/,General professional skills assessment
Tableau (New),https://www.shl.com/products/product-catalog/view/tableau-new/,General professional skills assessment
Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,General professional skills assessment
Teradata Development (New),https://www.shl.com/products/product-catalog/view/teradata-development-new/,Skills development and workforce assessment
Time Management (U.S.),https://www.shl.com/products/product-catalog/view/time-management-u-s/,General professional skills assessment
Training Development,https://www.shl.com/products/product-catalog/view/training-development/,Skills development and workforce assessment
Typing (New),https://www.shl.com/products/product-catalog/view/typing-new/,General professional skills assessment
UiPath RPA Development (New),https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,Skills development and workforce assessment
Universal Competency Framework Interview Guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,General professional skills assessment
Universal Competency Framework Job profiling guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,General professional skills assessment
Universal Competency Framework Profiler Cards (44),https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,General professional skills assessment
UNIX (New),https://www.shl.com/products/product-catalog/view/unix-new/,General professional skills assessment
VB.NET (New),https://www.shl.com/products/product-catalog/view/vb-net-new/,Technical programming skills assessment
Verify - Deductive Reasoning,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,General professional skills assessment
Verify - Following Instructions,https://www.shl.com/products/product-catalog/view/verify-following-instructions/,General professional skills assessment
Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,General professional skills assessment
Verify - General Ability Screen,https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/,General professional skills assessment
Verify - Inductive Reasoning (2014),https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/,General professional skills assessment
Verify - Numerical Ability,https://www.shl.com/products/product-catalog/view/verify-numerical-ability/,General professional skills assessment
Verify - Technical Checking - Next Generation,https://www.shl.com/products/product-catalog/view/verify-technical-checking-next-generation/,General professional skills assessment
Verify - Verbal Ability - Next Generation,https://www.shl.com/products/product-catalog/view/verify-verbal-ability-next-generation/,General professional skills assessment
Verify - Working with Information,https://www.shl.com/products/product-catalog/view/verify-working-with-information/,General professional skills assessment
Verify G+ - Ability Test Report,https://www.shl.com/products/product-catalog/view/verify-g-ability-test-report/,Skills development and workforce assessment
Verify G+ - Candidate Report,https://www.shl.com/products/product-catalog/view/verify-g-candidate-report/,Skills development and workforce assessment
Verify Interactive Ability Report,https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/,Skills development and workforce assessment
Verify Interactive G+ Candidate Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/,Skills development and workforce assessment
Verify Interactive G+ Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-report/,Skills development and workforce assessment
Verify Interactive Process Monitoring,https://www.shl.com/products/product-catalog/view/verify-interactive-process-monitoring/,General professional skills assessment
Virtual Assessment and Development Centers,https://www.shl.com/products/product-catalog/view/virtual-assessment-and-development-centers/,Skills development and workforce assessment
Visual Basic for Applications (New),https://www.shl.com/products/product-catalog/view/visual-basic-for-applications-new/,General professional skills assessment
Visual Comparison - UK,https://www.shl.com/products/product-catalog/view/visual-comparison-uk/,General professional skills assessment
Visual Comparison - US,https://www.shl.com/products/product-catalog/view/visual-comparison-us/,General professional skills assessment
VLSI and Embedded Systems (New),https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/,General professional skills assessment
What Is The Value - US,https://www.shl.com/products/product-catalog/view/what-is-the-value-us/,General professional skills assessment
Workplace Administration Skills (New),https://www.shl.com/products/product-catalog/view/workplace-administration-skills-new/,General professional skills assessment
Workplace Health and Safety (New),https://www.shl.com/products/product-catalog/view/workplace-health-and-safety-new/,General professional skills assessment
WriteX - Email Writing (Customer Service) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/,General professional skills assessment
WriteX - Email Writing (Managerial) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-managerial-new/,General professional skills assessment
WriteX - Email Writing (Sales) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-sales-new/,General professional skills assessment
Written English v1,https://www.shl.com/products/product-catalog/view/written-english-v1/,General professional skills assessment
Written Spanish,https://www.shl.com/products/product-catalog/view/written-spanish/,General professional skills assessment
Zabbix (New),https://www.shl.com/products/product-catalog/view/zabbix-new/,General professional skills assessment
360 Digital Report,https://www.shl.com/products/product-catalog/view/360-digital-report/,Skills development and workforce assessment
360° Multi-Rater Feedback System (MFS),https://www.shl.com/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,General professional skills assessment
